id,streaming_service,type,title,available_countries,listed_in,main_genre,release_year,imdb_rating,imdb_num_votes
e1,Max,Movie,Jarhead,,"Biography, Drama, War",Biography,2005,7,214552
e2,Max,Movie,Unforgiven,,"Drama, Western",Drama,1992,8.2,451533
e3,Max,Movie,Eternal Sunshine of the Spotless Mind,,"Drama, Romance, Sci-Fi",Drama,2004,8.3,1128342
e4,Max,Movie,2001: A Space Odyssey,,"Adventure, Sci-Fi",Adventure,1968,8.3,748463
e5,Max,Movie,Absolute Power,,"Action, Crime, Drama",Action,1997,6.7,62416
e6,Max,Movie,Billy Elliot,,"Drama, Music",Drama,2000,7.7,147447
e7,Max,Movie,American History X,,"Crime, Drama",Crime,1998,8.5,1224909
e8,Max,Movie,Mars Attacks!,,"Comedy, Sci-Fi",Comedy,1996,6.4,251058
e9,Max,Movie,Before Sunrise,,"Drama, Romance",Drama,1995,8.1,356144
e10,Max,Movie,Blade Runner,,"Action, Drama, Sci-Fi",Action,1982,8.1,849531
e11,Max,Movie,Before Sunset,,"Drama, Romance",Drama,2004,8.1,300041
e12,Max,Movie,Nausicaä of the Valley of the Wind,,"Adventure, Animation, Sci-Fi",Adventure,1984,8,189486
e13,Max,Movie,Miami Vice,,"Action, Crime, Drama",Action,2006,6.1,126901
e14,Max,Movie,Gladiator,,"Action, Adventure, Drama",Action,2000,8.5,1743313
e15,Max,Movie,Taxi Driver,,"Crime, Drama",Crime,1976,8.2,970398
e16,Max,Movie,Back to the Future,,"Adventure, Comedy, Sci-Fi",Adventure,1985,8.5,1366617
e17,Max,Movie,Snatch,,"Comedy, Crime",Comedy,2000,8.2,940313
e18,Max,Movie,Three Colors: Blue,,"Drama, Music, Mystery",Drama,1993,7.8,114544
e19,Max,Movie,Three Colors: White,,"Comedy, Drama, Romance",Comedy,1994,7.6,82517
e20,Max,Movie,Three Colors: Red,,"Drama, Mystery, Romance",Drama,1994,8.1,113301
e21,Max,Movie,Pretty Woman,,"Comedy, Romance",Comedy,1990,7.1,382897
e22,Max,Movie,The Big Lebowski,,"Comedy, Crime",Comedy,1998,8.1,885926
e23,Max,Movie,Charlie and the Chocolate Factory,,"Adventure, Comedy, Family",Adventure,2005,6.7,548007
e24,Max,Movie,The Lord of the Rings: The Fellowship of the Ring,,"Adventure, Drama, Fantasy",Adventure,2001,8.9,2092318
e25,Max,Movie,The Lord of the Rings: The Two Towers,,"Adventure, Drama, Fantasy",Adventure,2002,8.8,1859526
e26,Max,Movie,The Lord of the Rings: The Return of the King,,"Adventure, Drama, Fantasy",Adventure,2003,9,2063375
e27,Max,Movie,The Lord of the Rings,,"Adventure, Animation, Fantasy",Adventure,1978,6.2,37632
e28,Max,Movie,Princess Mononoke,,"Adventure, Animation, Fantasy",Adventure,1997,8.3,455332
e29,Max,Movie,Spirited Away,,"Adventure, Animation, Family",Adventure,2001,8.6,900032
e30,Max,Movie,Gimme Shelter,,"Documentary, Music, Thriller",Documentary,1970,7.8,13292
e31,Max,Movie,Primary,,"Documentary, History, News",Documentary,1960,7.1,1573
e32,Max,Movie,Bob Dylan: Dont Look Back,,"Documentary, Music",Documentary,1967,7.9,10569
e33,Max,Movie,Groundhog Day,,"Comedy, Drama, Fantasy",Comedy,1993,8,712280
e34,Max,Movie,Wings of Desire,,"Drama, Fantasy, Romance",Drama,1987,7.9,80409
e35,Max,Movie,"Crouching Tiger, Hidden Dragon",,"Action, Adventure, Drama",Action,2000,7.9,287182
e36,Max,Movie,The 400 Blows,,"Crime, Drama",Crime,1959,8,131020
e37,Max,Movie,The Dark Knight,,"Action, Crime, Drama",Action,2008,9,2996039
e38,Max,Movie,Ocean's Eleven,,"Crime, Thriller",Crime,2001,7.7,641741
e39,Max,Movie,Ocean's Twelve,,"Crime, Thriller",Crime,2004,6.5,424747
e40,Max,Movie,Back to the Future Part II,,"Adventure, Comedy, Sci-Fi",Adventure,1989,7.8,594268
e41,Max,Movie,The Interpreter,,"Crime, Mystery, Thriller",Crime,2005,6.4,112308
e42,Max,Movie,A Clockwork Orange,,"Crime, Sci-Fi",Crime,1971,8.2,906959
e43,Max,Movie,Sin City,,"Crime, Thriller",Crime,2005,8,805395
e44,Max,Movie,Amélie,,"Comedy, Romance",Comedy,2001,8.3,814792
e45,Max,Movie,Back to the Future Part III,,"Adventure, Comedy, Sci-Fi",Adventure,1990,7.5,497604
e46,Max,Movie,Braveheart,,"Biography, Drama, War",Biography,1995,8.3,1123820
e47,Max,Movie,To Be or Not to Be,,"Comedy, Romance, War",Comedy,1942,8.1,46325
e48,Max,Movie,The Wages of Fear,,"Adventure, Drama, Thriller",Adventure,1953,8.1,69703
e49,Max,Movie,North by Northwest,,"Adventure, Drama, Mystery",Adventure,1959,8.3,358758
e50,Max,Movie,Ali: Fear Eats the Soul,,"Drama, Romance",Drama,1974,8,24866
e51,Max,Movie,East of Eden,,Drama,Drama,1955,7.8,50106
e52,Max,Movie,Rebel Without a Cause,,Drama,Drama,1955,7.6,100422
e53,Max,Movie,Berlin: Symphony of Metropolis,,Documentary,Documentary,1927,7.6,4938
e54,Max,Movie,Bride of Frankenstein,,"Drama, Horror, Sci-Fi",Drama,1935,7.8,55551
e55,Max,Movie,Syriana,,"Drama, Thriller",Drama,2005,6.9,136163
e56,Max,Movie,Stand by Me,,"Adventure, Comedy, Drama",Adventure,1986,8.1,460878
e57,Max,Movie,The Godfather,,"Crime, Drama",Crime,1972,9.2,2107434
e57,Max,Movie,The Godfather,,"Crime, Drama",Crime,1972,9.2,2107434
e57,Max,Movie,The Godfather,,"Crime, Drama",Crime,1972,9.2,2107434
e57,Max,Movie,The Godfather,,"Crime, Drama",Crime,1972,9.2,2107434
e57,Max,Movie,The Godfather,,"Crime, Drama",Crime,1972,9.2,2107434
e58,Max,Movie,The Godfather Part II,,"Crime, Drama",Crime,1974,9,1419319
e59,Max,Movie,The Godfather Part III,,"Crime, Drama",Crime,1990,7.6,437228
e60,Max,Movie,About a Boy,,"Comedy, Drama, Romance",Comedy,2002,7.1,195580
e61,Max,Movie,Willy Wonka & the Chocolate Factory,,"Adventure, Comedy, Family",Adventure,1971,7.8,235753
e62,Max,Movie,King Kong,,"Action, Adventure, Romance",Action,2005,7.2,457453
e63,Max,Movie,The 39 Steps,,"Crime, Mystery, Thriller",Crime,1935,7.6,63607
e64,Max,Movie,Batman,,"Action, Adventure",Action,1989,7.5,417728
e65,Max,Movie,Breathless,,"Crime, Drama",Crime,1960,7.7,90701
e66,Max,Movie,Batman Begins,,"Action, Drama",Action,2005,8.2,1635759
e67,Max,Movie,Fargo,,"Crime, Drama, Thriller",Crime,1996,8.1,751254
e68,Max,Movie,Underworld,,"Action, Fantasy, Thriller",Action,2003,7,292758
e69,Max,Movie,The Shawshank Redemption,,Drama,Drama,1994,9.3,3019758
e70,Max,Movie,Terminator 2: Judgment Day,,"Action, Adventure, Sci-Fi",Action,1991,8.6,1223293
e71,Max,Movie,Casablanca,,"Drama, Romance, War",Drama,1942,8.5,627818
e72,Max,Movie,Desert Hearts,,"Drama, Romance",Drama,1985,7.1,7794
e73,Max,Movie,Meet Joe Black,,"Drama, Fantasy, Romance",Drama,1998,7.2,280243
e74,Max,Movie,Rio Bravo,,Western,Western,1959,8,70589
e75,Max,Movie,"Rome, Open City",,"Drama, Thriller, War",Drama,1945,8,31721
e76,Max,Movie,Catwoman,,"Action, Crime, Fantasy",Action,2004,3.4,128607
e77,Max,Movie,Mystic River,,"Crime, Drama, Mystery",Crime,2003,7.9,501332
e78,Max,Movie,Snakes on a Plane,,"Action, Adventure, Crime",Action,2006,5.5,146874
e79,Max,Movie,Jurassic Park,,"Action, Adventure, Sci-Fi",Action,1993,8.2,1110480
e80,Max,Movie,Magnolia,,Drama,Drama,1999,8,336608
e81,Max,Movie,Good Bye Lenin!,,"Comedy, Drama, Romance",Comedy,2003,7.7,155913
e82,Max,Movie,Night on Earth,,"Comedy, Drama",Comedy,1991,7.7,68382
e83,Max,Movie,Eyes Wide Shut,,"Drama, Mystery, Thriller",Drama,1999,7.5,395994
e84,Max,Movie,Seven Samurai,,"Action, Drama",Action,1954,8.6,381493
e85,Max,Movie,People on Sunday,,"Comedy, Drama, Romance",Comedy,1930,7.3,3701
e86,Max,Movie,Alien,,"Horror, Sci-Fi",Horror,1979,8.5,1008794
e87,Max,Movie,The Devil Wears Prada,,"Comedy, Drama",Comedy,2006,6.9,495565
e88,Max,Movie,Batman Returns,,"Action, Crime, Fantasy",Action,1992,7.1,338474
e89,Max,Movie,A Nightmare on Elm Street,,Horror,Horror,1984,7.4,275946
e90,Max,Movie,Rain Man,,Drama,Drama,1988,8,561743
e91,Max,Movie,Inside Man,,"Crime, Drama, Mystery",Crime,2006,7.6,410469
e92,Max,Movie,French Kiss,,"Comedy, Drama, Romance",Comedy,1995,6.6,54790
e93,Max,Movie,La Strada,,Drama,Drama,1954,8,68071
e94,Max,Movie,The English Patient,,"Drama, Romance, War",Drama,1996,7.4,208005
e95,Max,Movie,Batman Forever,,"Action, Adventure",Action,1995,5.4,273155
e96,Max,Movie,Batman & Robin,,"Action, Sci-Fi",Action,1997,3.8,274596
e97,Max,Movie,8½,,Drama,Drama,1963,8,128672
e98,Max,Movie,The Pianist,,"Biography, Drama, Music",Biography,2002,8.5,960586
e99,Max,Movie,Ice Age,,"Adventure, Animation, Comedy",Adventure,2002,7.5,539824
e100,Max,Movie,Vertigo,,"Mystery, Romance, Thriller",Mystery,1958,8.3,442517
e101,Max,Movie,My Uncle,,Comedy,Comedy,1958,7.7,25036
e102,Max,Movie,Maria Full of Grace,,"Crime, Drama",Crime,2004,7.4,36786
e103,Max,Movie,Caché,,"Drama, Mystery, Thriller",Drama,2005,7.3,87573
e104,Max,Movie,A Beautiful Mind,,"Biography, Drama, Mystery",Biography,2001,8.2,1016909
e105,Max,Movie,Erin Brockovich,,"Biography, Drama",Biography,2000,7.5,232274
e106,Max,Movie,Stranger Than Paradise,,"Comedy, Drama",Comedy,1984,7.4,41854
e107,Max,Movie,Bonnie and Clyde,,"Action, Biography, Crime",Action,1967,7.7,124133
e108,Max,Movie,Good Will Hunting,,"Drama, Romance",Drama,1997,8.3,1127389
e109,Max,Movie,The Seventh Seal,,"Drama, Fantasy",Drama,1957,8.1,206753
e110,Max,Movie,Being John Malkovich,,"Comedy, Drama, Fantasy",Comedy,1999,7.7,361096
e111,Max,Movie,The Green Mile,,"Crime, Drama, Fantasy",Crime,1999,8.6,1473850
e112,Max,Movie,Cléo from 5 to 7,,"Comedy, Drama, Music",Comedy,1962,7.8,29192
e113,Max,Movie,Poseidon,,"Action, Adventure, Thriller",Action,2006,5.7,112680
e114,Max,Movie,Marnie,,"Crime, Drama, Mystery",Crime,1964,7.1,55927
e115,Max,Movie,Notting Hill,,"Comedy, Drama, Romance",Comedy,1999,7.2,362319
e116,Max,Movie,Scoop,,"Comedy, Crime, Fantasy",Comedy,2006,6.6,88995
e117,Max,Movie,Wallace & Gromit: The Curse of the Were-Rabbit,,"Adventure, Animation, Comedy",Adventure,2005,7.5,152588
e118,Max,Movie,Terminator Salvation,,"Action, Adventure, Sci-Fi",Action,2009,6.5,384685
e119,Max,Movie,Psycho,,"Horror, Mystery, Thriller",Horror,1960,8.5,747791
e120,Max,Movie,The Crime of Padre Amaro,,"Drama, Romance",Drama,2002,6.7,14663
e121,Max,Movie,Rashomon,,"Crime, Drama, Mystery",Crime,1950,8.2,188108
e122,Max,Movie,Basquiat,,"Biography, Drama",Biography,1996,6.9,22799
e123,Max,Movie,Spider-Man,,"Action, Adventure, Sci-Fi",Action,2002,7.4,916144
e124,Max,Movie,Spider-Man 2,,"Action, Adventure, Sci-Fi",Action,2004,7.5,740598
e125,Max,Movie,Spider-Man 3,,"Action, Adventure, Sci-Fi",Action,2007,6.3,663785
e126,Max,Movie,Constantine,,"Action, Fantasy, Horror",Action,2005,7,389588
e127,Max,Movie,The Mummy,,"Action, Adventure, Fantasy",Action,1999,7.1,479437
e128,Max,Movie,Rear Window,,"Drama, Mystery, Thriller",Drama,1954,8.5,542760
e129,Max,Movie,Apollo 13,,"Adventure, Drama, History",Adventure,1995,7.7,324848
e130,Max,Movie,Fat Girl,,Drama,Drama,2001,6.4,13346
e131,Max,Movie,The Birds,,"Drama, Horror, Mystery",Drama,1963,7.6,212004
e132,Max,Movie,Frenzy,,"Drama, Thriller",Drama,1972,7.4,51123
e133,Max,Movie,The Man Who Knew Too Much,,"Crime, Drama, Mystery",Crime,1956,7.4,72231
e134,Max,Movie,The Wild Bunch,,"Action, Adventure, Drama",Action,1969,7.9,92626
e135,Max,Movie,The Da Vinci Code,,"Mystery, Thriller",Mystery,2006,6.6,470453
e136,Max,Movie,Solaris,,"Drama, Mystery, Sci-Fi",Drama,1972,7.9,101373
e137,Max,Movie,Titanic,,"Drama, Romance",Drama,1997,7.9,1330925
e138,Max,Movie,City of God,,"Crime, Drama",Crime,2002,8.6,832119
e139,Max,Movie,Full Metal Jacket,,"Drama, War",Drama,1987,8.2,816583
e140,Max,Movie,The Matrix,,"Action, Sci-Fi",Action,1999,8.7,2139791
e141,Max,Movie,The Matrix Reloaded,,"Action, Sci-Fi",Action,2003,7.2,649030
e142,Max,Movie,The Matrix Revolutions,,"Action, Sci-Fi",Action,2003,6.7,558712
e143,Max,Movie,Men in Black,,"Action, Adventure, Comedy",Action,1997,7.3,635391
e144,Max,Movie,Men in Black II,,"Action, Adventure, Comedy",Action,2002,6.2,416610
e145,Max,Movie,Poltergeist,,"Horror, Thriller",Horror,1982,7.3,187234
e146,Max,Movie,Munich,,"Drama, History, Thriller",Drama,2005,7.5,246332
e147,Max,Movie,Wild Strawberries,,"Drama, Romance",Drama,1957,8.1,119514
e148,Max,Movie,The Last Samurai,,"Action, Drama",Action,2003,7.8,486434
e149,Max,Movie,Wild Things,,"Crime, Drama, Mystery",Crime,1998,6.6,135569
e150,Max,Movie,The Bodyguard,,"Drama, Music, Romance",Drama,1992,6.4,153116
e151,Max,Movie,Ghostbusters,,"Action, Comedy, Fantasy",Action,1984,7.8,468061
e152,Max,Movie,Grease,,"Comedy, Musical, Romance",Comedy,1978,7.2,312407
e153,Max,Movie,Interview with the Vampire,,"Drama, Fantasy, Horror",Drama,1994,7.5,360741
e154,Max,Movie,The Usual Suspects,,"Crime, Drama, Mystery",Crime,1995,8.5,1183306
e155,Max,Movie,The Wizard of Oz,,"Adventure, Family, Fantasy",Adventure,1939,8.1,447667
e156,Max,Movie,Bridget Jones's Diary,,"Comedy, Drama, Romance",Comedy,2001,6.8,276411
e157,Max,Movie,When Harry Met Sally...,,"Comedy, Drama, Romance",Comedy,1989,7.7,254027
e158,Max,Movie,Catch Me If You Can,,"Biography, Crime, Drama",Biography,2002,8.1,1153631
e159,Max,Movie,Battleship Potemkin,,"Drama, History, Thriller",Drama,1925,7.9,63086
e160,Max,Movie,Beauty and the Beast,,"Drama, Fantasy, Romance",Drama,1946,7.9,28916
e161,Max,Movie,Belle de Jour,,"Drama, Romance",Drama,1967,7.6,51125
e162,Max,Movie,Troy,,"Action, Adventure, Drama",Action,2004,7.3,589759
e163,Max,Movie,On the Waterfront,,"Crime, Drama, Thriller",Crime,1954,8.1,171066
e164,Max,Movie,"Paris, Texas",,Drama,Drama,1984,8.1,130033
e165,Max,Movie,The Tin Drum,,"Drama, War",Drama,1979,7.4,26767
e166,Max,Movie,The Marriage of Maria Braun,,"Drama, Romance",Drama,1979,7.7,15479
e167,Max,Movie,Twister,,"Action, Adventure, Thriller",Action,1996,6.5,242606
e168,Max,Movie,Ben-Hur,,"Adventure, Drama",Adventure,1959,8.1,261395
e169,Max,Movie,Nanook of the North,,Documentary,Documentary,1922,7.6,13882
e170,Max,Movie,Oldboy,,"Action, Drama, Mystery",Action,2003,8.3,672587
e171,Max,Movie,Harry Potter and the Sorcerer's Stone,,"Adventure, Family, Fantasy",Adventure,2001,7.7,897907
e172,Max,Movie,Harry Potter and the Chamber of Secrets,,"Adventure, Family, Fantasy",Adventure,2002,7.4,724163
e173,Max,Movie,Harry Potter and the Prisoner of Azkaban,,"Adventure, Family, Fantasy",Adventure,2004,7.9,724084
e174,Max,Movie,Harry Potter and the Goblet of Fire,,"Adventure, Family, Fantasy",Adventure,2005,7.7,712489
e175,Max,Movie,Harry Potter and the Order of the Phoenix,,"Action, Adventure, Family",Action,2007,7.5,661774
e176,Max,Movie,Aliens,,"Action, Adventure, Horror",Action,1986,8.4,804125
e177,Max,Movie,Pulp Fiction,,"Crime, Drama",Crime,1994,8.9,2317096
e178,Max,Movie,Contact,,"Drama, Mystery, Sci-Fi",Drama,1997,7.5,302027
e179,Max,Movie,The Bridges of Madison County,,"Drama, Romance",Drama,1995,7.6,92404
e180,Max,Movie,Meet the Fockers,,"Comedy, Romance",Comedy,2004,6.3,294330
e181,Max,Movie,The Shining,,"Drama, Horror",Drama,1980,8.4,1158894
e182,Max,Movie,A Hard Day's Night,,"Comedy, Musical",Comedy,1964,7.5,49488
e183,Max,Movie,Top Gun,,"Action, Drama",Action,1986,7,522765
e184,Max,Movie,The Last Emperor,,"Biography, Drama, History",Biography,1987,7.7,115290
e185,Max,Movie,V for Vendetta,,"Action, Drama, Sci-Fi",Action,2005,8.1,1209602
e186,Max,Movie,Faces,,Drama,Drama,1968,7.4,12239
e187,Max,Movie,From Dusk Till Dawn,,"Action, Crime, Horror",Action,1996,7.2,352714
e188,Max,Movie,The Evil Dead,,Horror,Horror,1981,7.4,241351
e189,Max,Movie,Harry Potter and the Half-Blood Prince,,"Action, Adventure, Family",Action,2009,7.6,623469
e190,Max,Movie,Goodfellas,,"Biography, Crime, Drama",Biography,1990,8.7,1314511
e191,Max,Movie,Gone with the Wind,,"Drama, Romance, War",Drama,1939,8.2,344509
e192,Max,Movie,Monsieur Hulot's Holiday,,Comedy,Comedy,1953,7.3,20965
e193,Max,Movie,Vampyr,,"Fantasy, Horror",Fantasy,1932,7.4,21593
e194,Max,Movie,The Passion of Joan of Arc,,"Biography, Drama, History",Biography,1928,8.1,64071
e195,Max,Movie,Gattaca,,"Drama, Sci-Fi, Thriller",Drama,1997,7.7,334265
e196,Max,Movie,Kolya,,"Comedy, Drama, Music",Comedy,1996,7.7,16533
e197,Max,Movie,Mrs. Doubtfire,,"Comedy, Drama",Comedy,1993,7.1,302643
e198,Max,Movie,Platoon,,"Drama, War",Drama,1986,8.1,453120
e199,Max,Movie,Blue Velvet,,"Crime, Drama, Mystery",Crime,1986,7.7,229872
e200,Max,Movie,City of Angels,,"Drama, Fantasy, Romance",Drama,1998,6.7,130969
e201,Max,Movie,Persona,,"Drama, Thriller",Drama,1966,8,135458
e202,Max,Movie,Night and Fog,,"Documentary, History, Short",Documentary,1956,8.6,22412
e203,Max,Movie,Se7en,,"Crime, Drama, Mystery",Crime,1995,8.6,1893614
e204,Max,Movie,Shrek,,"Adventure, Animation, Comedy",Adventure,2001,7.9,767098
e205,Max,Movie,Shrek 2,,"Adventure, Animation, Comedy",Adventure,2004,7.4,527175
e206,Max,Movie,Shrek the Third,,"Adventure, Animation, Comedy",Adventure,2007,6.1,345178
e207,Max,Movie,Austin Powers: The Spy Who Shagged Me,,"Action, Adventure, Comedy",Action,1999,6.7,255193
e208,Max,Movie,Austin Powers in Goldmember,,"Action, Adventure, Comedy",Action,2002,6.2,228069
e209,Max,Movie,The Music Room,,"Drama, Music",Drama,1958,7.8,7026
e210,Max,Movie,Diabolique,,"Crime, Drama, Horror",Crime,1955,8.1,71241
e211,Max,Movie,M,,"Crime, Mystery, Thriller",Crime,1931,8.3,175826
e212,Max,Movie,Umberto D.,,Drama,Drama,1952,8.2,29389
e213,Max,Movie,Close Encounters of the Third Kind,,"Drama, Sci-Fi",Drama,1977,7.6,224403
e214,Max,Movie,In the Mood for Love,,"Drama, Romance",Drama,2000,8.1,175638
e215,Max,Movie,Brief Encounter,,"Drama, Romance",Drama,1945,8,46241
e216,Max,Movie,The Mask,,"Comedy, Crime, Fantasy",Comedy,1994,7,442825
e217,Max,Movie,Sleepless in Seattle,,"Comedy, Drama, Romance",Comedy,1993,6.8,197682
e218,Max,Movie,Dangerous Liaisons,,"Drama, Romance",Drama,1988,7.5,77209
e219,Max,Movie,Finding Neverland,,"Biography, Drama, Family",Biography,2004,7.7,214419
e220,Max,Movie,Singin' in the Rain,,"Comedy, Musical, Romance",Comedy,1952,8.3,270755
e221,Max,Movie,The Color Purple,,Drama,Drama,1985,7.7,100460
e222,Max,Movie,Hook,,"Adventure, Comedy, Family",Adventure,1991,6.8,281119
e223,Max,Movie,A Few Good Men,,"Drama, Thriller",Drama,1992,7.7,300125
e224,Max,Movie,Coffee and Cigarettes,,"Comedy, Drama, Music",Comedy,2003,7,68965
e225,Max,Movie,All the President's Men,,"Drama, History, Thriller",Drama,1976,7.9,130537
e226,Max,Movie,The World of Apu,,Drama,Drama,1959,8.4,17527
e227,Max,Movie,Aparajito,,Drama,Drama,1956,8.2,16716
e228,Max,Movie,City Lights,,"Comedy, Drama, Romance",Comedy,1931,8.5,205554
e229,Max,Movie,Cool Hand Luke,,"Crime, Drama",Crime,1967,8,193840
e230,Max,Movie,Pandora's Box,,"Crime, Drama, Romance",Crime,1929,7.7,12378
e231,Max,Movie,The Thomas Crown Affair,,"Crime, Drama, Romance",Crime,1968,6.9,29746
e232,Max,Movie,The Great Dictator,,"Comedy, Drama, War",Comedy,1940,8.4,247530
e233,Max,Movie,Bullitt,,"Action, Crime, Thriller",Action,1968,7.4,78420
e234,Max,Movie,Dead Man,,"Adventure, Drama, Western",Adventure,1995,7.5,105663
e235,Max,Movie,Dawn of the Dead,,"Action, Horror",Action,2004,7.2,280055
e236,Max,Movie,Gremlins,,"Comedy, Fantasy, Horror",Comedy,1984,7.3,260516
e237,Max,Movie,Gremlins 2: The New Batch,,"Comedy, Fantasy, Horror",Comedy,1990,6.4,116627
e238,Max,Movie,Godzilla,,"Action, Sci-Fi, Thriller",Action,1998,5.5,208088
e239,Max,Movie,The Pink Panther,,"Comedy, Crime, Romance",Comedy,1963,7,58944
e240,Max,Movie,The Lady Vanishes,,"Crime, Drama, Mystery",Crime,1938,7.7,59064
e241,Max,Movie,Lethal Weapon,,"Action, Crime, Thriller",Action,1987,7.6,285298
e242,Max,Movie,Lethal Weapon 2,,"Action, Crime, Thriller",Action,1989,7.3,194637
e243,Max,Movie,Lethal Weapon 3,,"Action, Crime, Thriller",Action,1992,6.7,183238
e244,Max,Movie,Lethal Weapon 4,,"Action, Crime, Thriller",Action,1998,6.6,176129
e245,Max,Movie,Lawrence of Arabia,,"Adventure, Biography, Drama",Adventure,1962,8.3,327111
e246,Max,Movie,Ice Age: The Meltdown,,"Adventure, Animation, Comedy",Adventure,2006,6.8,306231
e247,Max,Movie,Kindergarten Cop,,"Action, Comedy, Crime",Action,1990,6.3,167439
e248,Max,Movie,Madagascar,,"Adventure, Animation, Comedy",Adventure,2005,6.9,455338
e249,Max,Movie,Mission: Impossible,,"Action, Adventure, Thriller",Action,1996,7.2,485635
e250,Max,Movie,Mission: Impossible II,,"Action, Adventure, Thriller",Action,2000,6.1,389294
e251,Max,Movie,Mission: Impossible III,,"Action, Adventure, Thriller",Action,2006,6.9,401893
e252,Max,Movie,The Gold Rush,,"Adventure, Comedy, Drama",Adventure,1925,8.1,122925
e253,Max,Movie,Spartacus,,"Adventure, Biography, Drama",Adventure,1960,7.9,147267
e254,Max,Movie,Seven Years in Tibet,,"Adventure, Biography, Drama",Adventure,1997,7.1,161055
e255,Max,Movie,Dirty Harry,,"Action, Crime, Thriller",Action,1971,7.7,174120
e256,Max,Movie,Eraserhead,,"Fantasy, Horror",Fantasy,1977,7.3,135826
e257,Max,Movie,Chimes at Midnight,,"Comedy, Drama, History",Comedy,1965,7.6,10619
e258,Max,Movie,Stagecoach,,"Adventure, Drama, Western",Adventure,1939,7.8,56127
e259,Max,Movie,Mulholland Drive,,"Drama, Mystery, Thriller",Drama,2001,7.9,403808
e260,Max,Movie,Sommersby,,"Drama, Mystery, Romance",Drama,1993,6.3,23905
e261,Max,Movie,The Hidden Fortress,,"Adventure, Drama",Adventure,1958,8,43786
e262,Max,Movie,Elevator to the Gallows,,"Crime, Drama, Thriller",Crime,1958,7.9,30012
e263,Max,Movie,The Prestige,,"Drama, Mystery, Sci-Fi",Drama,2006,8.5,1503357
e264,Max,Movie,Dreamgirls,,"Drama, Musical",Drama,2006,6.6,78731
e265,Max,Movie,Princesses,,Drama,Drama,2005,6.9,5793
e266,Max,Movie,The Queen,,"Biography, Drama",Biography,2006,7.3,117478
e267,Max,Movie,The Remains of the Day,,"Drama, Romance",Drama,1993,7.8,88136
e268,Max,Movie,Hannibal Rising,,"Adventure, Crime, Drama",Adventure,2007,6.1,118731
e269,Max,Movie,Letters from Iwo Jima,,"Action, Adventure, Drama",Action,2006,7.8,173236
e270,Max,Movie,The Host,,"Drama, Horror, Sci-Fi",Drama,2006,7.1,137557
e271,Max,Movie,Street Kings,,"Action, Crime, Thriller",Action,2008,6.8,123370
e272,Max,Movie,Mr. Bean's Holiday,,"Comedy, Family",Comedy,2007,6.4,137706
e274,Max,Movie,TMNT,,"Action, Adventure, Animation",Action,2007,6.2,70621
e275,Max,Movie,Bean,,"Adventure, Comedy, Family",Adventure,1997,6.5,113420
e276,Max,Movie,A Brief History of Time,,"Biography, Documentary",Biography,1991,7.3,6029
e277,Max,Movie,The Return of the King,,"Adventure, Animation, Family",Adventure,1980,5.7,5139
e278,Max,Movie,The Hobbit,,"Adventure, Animation, Family",Adventure,1977,6.7,17512
e279,Max,Movie,Rocky,,"Drama, Sport",Drama,1976,8.1,655253
e280,Max,Movie,Rocky II,,"Drama, Sport",Drama,1979,7.3,238976
e281,Max,Movie,Rocky III,,"Drama, Sport",Drama,1982,6.8,218402
e282,Max,Movie,Blood Diamond,,"Adventure, Drama, Thriller",Adventure,2006,8,604232
e283,Max,Movie,Rocky IV,,"Drama, Sport",Drama,1985,6.9,234122
e284,Max,Movie,Rocky V,,"Drama, Sport",Drama,1990,5.4,155243
e285,Max,Movie,Stalker,,"Drama, Sci-Fi",Drama,1979,8,150405
e286,Max,Movie,The Pursuit of Happyness,,"Biography, Drama",Biography,2006,8,587131
e287,Max,Movie,"Sex, Lies, and Videotape",,Drama,Drama,1989,7.2,61694
e288,Max,Movie,The Departed,,"Crime, Drama, Thriller",Crime,2006,8.5,1477175
e289,Max,Movie,Once Upon a Time in Mexico,,"Action, Crime, Thriller",Action,2003,6.3,173125
e290,Max,Movie,Superman Returns,,"Action, Adventure, Sci-Fi",Action,2006,6.1,295430
e291,Max,Movie,Touch of Evil,,"Crime, Drama, Film-Noir",Crime,1958,7.9,112153
e292,Max,Movie,Hellboy,,"Action, Adventure, Fantasy",Action,2004,6.9,359935
e293,Max,Movie,Miss Congeniality,,"Action, Comedy, Crime",Action,2000,6.3,238732
e294,Max,Movie,The Last King of Scotland,,"Biography, Drama, History",Biography,2006,7.6,200381
e295,Max,Movie,Flatliners,,"Drama, Horror, Sci-Fi",Drama,1990,6.6,95867
e296,Max,Movie,Down by Law,,"Comedy, Crime, Drama",Comedy,1986,7.6,56891
e297,Max,Movie,The Spanish Apartment,,"Comedy, Drama, Romance",Comedy,2002,7.3,43366
e298,Max,Movie,Rope,,"Crime, Drama, Mystery",Crime,1948,7.9,159721
e299,Max,Movie,The Holiday,,"Comedy, Romance",Comedy,2006,7,346743
e300,Max,Movie,School of Rock,,"Comedy, Music",Comedy,2003,7.2,343032
e301,Max,Movie,Nowhere in Africa,,"Biography, Drama, History",Biography,2001,7.5,14410
e302,Max,Movie,A Shot in the Dark,,"Comedy, Crime, Mystery",Comedy,1964,7.3,32261
e303,Max,Movie,Meet the Parents,,"Comedy, Romance",Comedy,2000,7,366338
